DateTime,AddedIPs,RemovedIPs
1588337403,7680,14336
1588340710,1280,1280
1588347910,512,512
1588353310,256,256
1588362603,512,512
1588374304,256,256
1588423822,1024,11520
1588427111,1792,1792
1588431615,768,768
1588433828,256,256
1588440975,256,256
1588448103,768,768
1588455903,256,256
1588463111,256,256
1588498502,3840,256
1588510203,150016,0
1588514654,2048,2048
1588527911,768,768
1588548611,512,256
1588568418,256,256
1588598112,2048,0
1588601711,2304,2560
1588620610,1280,1280
1588628443,256,0
1588636824,256,256
1588669216,256,256
1588683003,0,5632
1588689912,1280,1536
1588710612,768,768
1588770911,3328,13056
1588793411,1024,1024
1588804459,512,512
1588855803,8704,8448
1588864510,1792,1792
1588879811,768,768
1588890862,256,256
1588942204,1024,10496
1588945511,1280,1024
1588959481,512,512
1588967112,256,256
1588970711,256,256
1589028603,1024,18688
1589030111,256,256
1589032977,1024,1280
1589039112,256,256
1589045776,256,256
1589053513,512,256
1589115007,1280,5888
1589125512,1280,1536
1589132072,256,256
1589143026,512,512
1589147111,512,512
1589154311,256,256
1589198402,256,0
1589202013,2816,1536
1589215511,768,768
1589218559,512,512
1589232933,256,256
1589247243,256,256
1589287803,1024,10752
1589288670,1536,1536
1589304775,256,256
1589319311,256,256
1589334312,256,256
1589373912,1024,1024
1589374203,2048,12032
1589377513,256,256
1589384711,256,256
1589399112,256,256
1589423673,256,256
1589457625,2048,2304
1589460603,1792,3840
1589467038,512,512
1589474711,512,512
1589481911,768,512
1589485022,0,256
1589490911,256,256
1589510030,256,256
1589517911,256,256
1589547003,1024,10240
1589551525,1280,1280
1589554817,256,256
1589558421,256,256
1589565621,256,256
1589582703,512,512
1589588111,256,256
1589633404,3584,11008
1589641366,768,768
1589648683,512,512
1589650211,512,512
1589657410,256,0
1589675411,512,512
1589706017,256,256
1589719803,768,11776
1589720414,1792,2048
1589722519,256,256
1589727613,512,512
1589729411,256,256
1589738567,512,512
1589743966,256,256
1589750111,256,256
1589758717,512,512
1589764746,256,0
1589787910,256,256
1589806203,256,0
1589806812,1536,1792
1589814014,1280,1024
1589826796,768,768
1589835617,1024,1024
1589845511,256,256
1589849103,256,256
1589882415,256,256
1589892604,2048,3072
1589897712,2304,2304
1589904245,256,256
1589911503,256,256
1589913434,256,256
1589917007,256,256
1589953512,256,256
1589979004,4096,22016
1589991313,1280,1280
1589992503,256,256
1589999411,256,256
1590020112,256,256
1590065413,256,20736
1590075911,2048,2048
1590093011,512,512
1590104703,512,512
1590110390,256,256
1590152430,2048,11008
1590154266,1536,1536
1590156370,256,256
1590175811,1024,1024
1590183013,256,256
1590238203,2560,6912
1590240612,2560,2560
1590246016,256,256
1590264212,768,768
1590269411,256,256
1590275058,256,256
1590276860,256,256
1590287412,256,256
1590322774,256,256
1590324603,2560,9728
1590334212,1536,1536
1590341703,256,256
1590342312,256,256
1590356712,512,512
1590366611,512,512
1590411003,256,0
1590420612,1536,1536
1590427811,256,256
1590437106,256,256
1590442799,0,145664
1590445811,512,512
1590464171,256,256
1590496211,2048,2048
1590497402,512,4096
1590501613,768,768
1590503411,256,256
1590514211,512,512
1590524111,512,512
1590576311,256,256
1590583803,1024,12800
1590591616,256,256
1590600612,1792,1792
1590615903,768,768
1590670203,2560,9216
1590685212,2304,2304
1590687011,256,256
1590690612,256,256
1590694212,512,512
1590701916,256,256
1590715811,256,256
1590756603,512,20473
1590766211,1536,1536
1590773411,256,256
1590778813,512,512
1590795903,512,512
1590798611,256,256
1590809582,256,256
1590812393,256,256
1590843005,2048,11520
1590856211,768,768
1590872416,256,256
1590885011,256,256
1590931520,4608,5120
1590940812,1536,1536
1590953582,512,512
1590958815,256,256
1590960858,0,147456
1590964211,256,256
1590971412,256,256
1591010422,256,256
1591019112,1792,1792
1591023613,256,256
1591029011,512,512
1591047011,512,512
1591050611,256,256
1591102203,5115,3074
1591108212,1792,1792
1591113614,512,512
1591115411,256,256
1591128012,256,256
1591162211,768,768
1591188603,1792,14848
1591191911,2048,2048
1591194611,768,768
1591207214,768,768
1591215312,256,256
1591230611,512,512
1591260312,3328,3328
1591263011,512,512
1591268412,512,512
1591270504,512,512
1591275004,2304,13824
1591281012,768,768
1591291811,512,512
1591297465,256,256
1591302612,256,256
1591313891,512,512
1591324211,512,512
1591363218,10240,8960
1591371011,2304,2304
1591378211,256,256
1591381811,512,512
1591385412,256,256
1591393115,512,512
1591410908,256,256
1591428122,256,0
1591448413,1024,12032
1591470911,1536,1536
1591475411,768,768
1591490711,768,768
1591527611,256,256
1591534203,2560,5120
1591538812,256,256
1591542011,2816,2816
1591549809,256,256
1591557312,256,256
1591567214,256,256
1591577112,768,768
1591579196,256,256
1591600915,256,256
1591620603,512,0
1591621215,1792,1792
1591635855,768,768
1591668012,768,768
1591707003,256,6912
1591715712,2304,2304
1591727765,512,512
1591759209,768,768
1591793404,2304,10752
1591794911,1536,1536
1591833216,1536,1536
1591874111,256,256
1591879803,3072,12544
1591939363,2304,2304
1591966204,2048,6144
1591982112,2048,2048
1591993209,0,66560
1592009102,1280,1280
1592015790,512,512
1592046912,256,256
1592052607,0,13056
1592060588,2560,2560
1592062211,256,256
1592097649,768,768
1592120712,256,256
1592139003,1280,6144
1592150584,2048,2048
1592155812,256,256
1592161212,256,256
1592185512,768,768
1592225403,2304,0
1592229612,1792,2048
1592235011,512,512
1592246090,768,768
1592255712,512,512
1592270373,512,256
1592310611,2560,2560
1592311803,0,9728
1592314212,256,256
1592317812,256,256
1592325011,256,256
1592328611,512,512
1592337789,512,512
1592339647,256,256
1592346612,256,256
1592352912,256,256
1592357411,256,256
1592398203,11264,12800
1592432111,1792,1792
1592440517,256,256
1592484603,2304,9728
1592492414,2304,2304
1592501809,512,512
1592507711,768,768
1592518511,256,256
1592520010,256,256
1592523011,768,768
1592544910,256,256
1592575365,0,11776
1592584212,2048,2048
1592587811,256,256
1592619312,768,768
1592657403,256,13568
1592663412,2048,2304
1592668813,256,256
1592670611,256,256
1592674211,256,256
1592681411,768,512
1592694011,512,512
1592724611,256,256
1592737211,256,256
1592743804,0,8192
1592757012,2048,2304
1592763311,512,512
1592766912,256,256
1592773212,512,512
1592775011,256,0
1592783104,512,768
1592788826,256,256
1592825411,2816,2560
1592830210,1024,0
1592830812,512,512
1592832611,512,512
1592850612,1536,1536
1592860512,256,256
1592873112,512,512
1592918426,0,7936
1592924413,3328,3328
1592928013,256,256
1592939408,1024,1024
1592940611,256,256
1592947811,512,512
1592951411,1024,1024
1592958604,256,256
1592962212,256,256
